student_no,subject,location,spcl_prog_text,resident,s1_gender,class,checkin date
1320859,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,11-Feb-14
1320859,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,12-Feb-14
1320859,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,26-Feb-14
1320859,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,5-Mar-14
1320859,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,10-Mar-14
1320859,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,12-Mar-14
1320859,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,16-Apr-14
1320885,Chem,HUB Commuter Commons,EOP,1,M,1,27-Sep-13
1320885,Commuter Commons,HUB Commuter Commons,EOP,1,M,1,8-Oct-13
1320885,ECON,MHG Front Desk,EOP,1,M,1,30-Apr-14
1320885,ECON,MHG Front Desk,EOP,1,M,1,21-May-14
1320885,Math,MHG Front Desk,EOP,1,M,1,28-Oct-13
1320885,Math,MHG Front Desk,EOP,1,M,1,30-Oct-13
1320885,Math,MHG Front Desk,EOP,1,M,1,4-Nov-13
1320913,Chem,HUB Commuter Commons,EOP,1,F,2,1-Oct-13
1320913,Math,MHG Front Desk,EOP,1,F,2,14-Oct-13
1320913,Math,MHG Front Desk,EOP,1,F,2,11-Nov-13
1320963,Chem,HUB Commuter Commons,EOP,1,M,2,25-Sep-13
1320963,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,16-Jan-14
1320963,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,30-Jan-14
1320963,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,4-Feb-14
1320963,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,11-Feb-14
1320963,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,14-Feb-14
1320963,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,18-Feb-14
1320963,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,20-Feb-14
1320963,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,27-Feb-14
1320963,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,4-Mar-14
1320963,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,6-Mar-14
1320963,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,7-Mar-14
1320963,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,11-Mar-14
1320963,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,13-Mar-14
1320963,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,2-Apr-14
1320963,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,3-Apr-14
1320963,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,4-Apr-14
1320963,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,8-Apr-14
1320963,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,9-Apr-14
1320963,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,18-Apr-14
1320963,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,22-Apr-14
1320963,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,29-Apr-14
1320963,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,2-May-14
1320963,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,15-May-14
1320963,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,16-May-14
1320963,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,28-May-14
1320963,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,30-May-14
1320974,Chem,MHG Front Desk,EOP,1,F,3,19-Feb-14
1320974,Commuter Commons,HUB Commuter Commons,EOP,1,F,3,24-Oct-13
1320974,Commuter Commons,HUB Commuter Commons,EOP,1,F,3,21-Nov-13
1320974,Commuter Commons,HUB Commuter Commons,EOP,1,F,3,27-Nov-13
1320974,Commuter Commons,HUB Commuter Commons,EOP,1,F,3,5-Dec-13
1320974,Commuter Commons,HUB Commuter Commons,EOP,1,F,3,28-Feb-14
1320974,Commuter Commons,HUB Commuter Commons,EOP,1,F,3,10-Mar-14
1320974,Commuter Commons,HUB Commuter Commons,EOP,1,F,3,18-Mar-14
1321002,Chem,MHG Front Desk,EOP,1,F,1,5-Feb-14
1321002,Chem,MHG Front Desk,EOP,1,F,1,9-Feb-14
1321002,Math,MHG Front Desk,EOP,1,F,1,1-Oct-13
1321002,Math,MHG Front Desk,EOP,1,F,1,7-Oct-13
1321002,Math,MHG Front Desk,EOP,1,F,1,9-Oct-13
1321002,Math,MHG Front Desk,EOP,1,F,1,13-Oct-13
1321004,Math,MHG Front Desk,EOP,1,M,2,16-Oct-13
1321007,Chem,HUB Commuter Commons,EOP,1,F,2,2-Oct-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,8-Oct-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,9-Oct-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,10-Oct-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,15-Oct-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,16-Oct-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,17-Oct-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,18-Oct-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,21-Oct-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,22-Oct-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,23-Oct-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,24-Oct-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,30-Oct-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,31-Oct-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,1-Nov-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,5-Nov-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,8-Nov-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,12-Nov-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,13-Nov-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,14-Nov-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,15-Nov-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,18-Nov-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,19-Nov-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,19-Nov-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,20-Nov-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,21-Nov-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,22-Nov-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,26-Nov-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,27-Nov-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,3-Dec-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,4-Dec-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,5-Dec-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,6-Dec-13
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,6-Jan-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,8-Jan-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,10-Jan-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,14-Jan-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,15-Jan-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,17-Jan-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,21-Jan-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,22-Jan-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,24-Jan-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,28-Jan-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,29-Jan-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,3-Feb-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,4-Feb-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,4-Feb-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,5-Feb-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,10-Feb-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,11-Feb-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,12-Feb-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,14-Feb-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,18-Feb-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,26-Feb-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,4-Mar-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,5-Mar-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,10-Mar-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,11-Mar-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,17-Mar-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,31-Mar-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,1-Apr-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,7-Apr-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,8-Apr-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,10-Apr-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,17-Apr-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,22-Apr-14
1321007,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,21-May-14
1321010,Chem,HUB Commuter Commons,EOP,1,M,2,26-Sep-13
1321010,Chem,HUB Commuter Commons,EOP,1,M,2,30-Sep-13
1321010,Chem,HUB Commuter Commons,EOP,1,M,2,1-Oct-13
1321010,Chem,HUB Commuter Commons,EOP,1,M,2,2-Oct-13
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,25-Sep-13
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,7-Oct-13
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,9-Oct-13
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,10-Oct-13
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,11-Oct-13
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,14-Oct-13
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,15-Oct-13
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,16-Oct-13
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,17-Oct-13
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,18-Oct-13
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,21-Oct-13
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,22-Oct-13
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,23-Oct-13
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,25-Oct-13
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,28-Oct-13
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,29-Oct-13
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,1-Nov-13
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,4-Nov-13
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,5-Nov-13
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,6-Nov-13
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,6-Nov-13
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,12-Nov-13
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,15-Nov-13
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,19-Nov-13
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,22-Nov-13
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,25-Nov-13
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,26-Nov-13
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,2-Dec-13
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,3-Dec-13
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,5-Dec-13
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,6-Jan-14
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,8-Jan-14
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,9-Jan-14
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,23-Jan-14
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,5-Feb-14
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,6-Feb-14
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,13-Feb-14
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,18-Feb-14
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,21-Feb-14
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,25-Feb-14
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,26-Feb-14
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,28-Feb-14
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,5-Mar-14
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,6-Mar-14
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,11-Mar-14
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,11-Mar-14
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,12-Mar-14
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,2-Apr-14
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,24-Apr-14
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,12-May-14
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,13-May-14
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,14-May-14
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,21-May-14
1321010,Commuter Commons,HUB Commuter Commons,EOP,1,M,2,29-May-14
1321019,Chem,HUB Commuter Commons,EOP,1,F,2,1-Oct-13
1321019,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,10-Oct-13
1321019,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,15-Oct-13
1321019,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,17-Oct-13
1321019,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,18-Oct-13
1321019,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,22-Oct-13
1321019,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,24-Oct-13
1321019,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,25-Oct-13
1321019,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,7-Nov-13
1321019,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,14-Nov-13
1321019,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,21-Nov-13
1321019,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,22-Nov-13
1321019,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,6-Jan-14
1321019,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,4-Feb-14
1321019,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,7-Feb-14
1321019,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,5-Mar-14
1321019,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,12-Mar-14
1321019,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,1-Apr-14
1321019,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,11-Apr-14
1321057,Chem,HUB Commuter Commons,EOP,2,F,3,26-Sep-13
1321057,Commuter Commons,HUB Commuter Commons,EOP,2,F,3,16-Jan-14
1321064,Math,MHG Front Desk,EOP,1,F,2,30-Sep-13
1321065,Chem,HUB Commuter Commons,EOP,2,F,2,26-Sep-13
1321065,Chem,HUB Commuter Commons,EOP,2,F,2,1-Oct-13
1321065,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,7-Oct-13
1321065,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,8-Oct-13
1321065,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,10-Oct-13
1321065,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,11-Oct-13
1321065,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,18-Oct-13
1321065,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,28-Oct-13
1321065,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,29-Oct-13
1321065,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,31-Oct-13
1321065,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,1-Nov-13
1321065,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,7-Nov-13
1321065,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,8-Nov-13
1321065,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,14-Nov-13
1321065,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,15-Nov-13
1321065,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,22-Nov-13
1321065,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,26-Nov-13
1321065,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,6-Dec-13
1321065,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,9-Jan-14
1321065,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,10-Jan-14
1321065,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,21-Feb-14
1321065,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,14-Mar-14
1321065,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,2-Apr-14
1321065,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,17-Apr-14
1321065,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,28-Apr-14
1321065,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,1-May-14
1321065,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,8-May-14
1321065,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,9-May-14
1321065,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,13-May-14
1321065,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,14-May-14
1321065,Commuter Commons,HUB Commuter Commons,EOP,2,F,2,16-May-14
1321080,Chem,HUB Commuter Commons,EOP,1,F,2,1-Oct-13
1321080,Chem,HUB Commuter Commons,EOP,1,F,2,2-Oct-13
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,8-Oct-13
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,9-Oct-13
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,10-Oct-13
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,15-Oct-13
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,16-Oct-13
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,18-Oct-13
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,21-Oct-13
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,23-Oct-13
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,24-Oct-13
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,30-Oct-13
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,31-Oct-13
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,1-Nov-13
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,5-Nov-13
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,8-Nov-13
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,12-Nov-13
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,13-Nov-13
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,14-Nov-13
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,15-Nov-13
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,18-Nov-13
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,19-Nov-13
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,21-Nov-13
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,22-Nov-13
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,26-Nov-13
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,27-Nov-13
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,2-Dec-13
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,2-Dec-13
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,3-Dec-13
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,4-Dec-13
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,5-Dec-13
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,6-Dec-13
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,6-Jan-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,6-Jan-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,8-Jan-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,10-Jan-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,14-Jan-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,15-Jan-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,17-Jan-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,21-Jan-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,22-Jan-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,24-Jan-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,28-Jan-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,3-Feb-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,4-Feb-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,5-Feb-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,10-Feb-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,11-Feb-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,12-Feb-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,14-Feb-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,18-Feb-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,25-Feb-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,26-Feb-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,4-Mar-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,5-Mar-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,11-Mar-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,17-Mar-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,31-Mar-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,1-Apr-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,7-Apr-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,8-Apr-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,10-Apr-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,17-Apr-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,21-Apr-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,22-Apr-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,19-May-14
1321080,Commuter Commons,HUB Commuter Commons,EOP,1,F,2,20-May-14
1321108,Chem,MHG Front Desk,EOP,1,F,1,14-Oct-13
1321108,Chem,MHG Front Desk,EOP,1,F,1,16-Oct-13
1321108,Chem,MHG Front Desk,EOP,1,F,1,17-Oct-13
1321160,Arabic,MHG Front Desk,EOP,2,F,3,2-Feb-14
1321160,Arabic,MHG Front Desk,EOP,2,F,3,23-Feb-14
1321160,Arabic,MHG Front Desk,EOP,2,F,3,26-Feb-14
1321160,Arabic,MHG Front Desk,EOP,2,F,3,5-Mar-14
1321160,Arabic,MHG Front Desk,EOP,2,F,3,9-Mar-14
1321160,Arabic,MHG Front Desk,EOP,2,F,3,10-Apr-14
1321160,Arabic,MHG Front Desk,EOP,2,F,3,17-Apr-14
1321160,Arabic,MHG Front Desk,EOP,2,F,3,24-Apr-14
1321160,Arabic,MHG Front Desk,EOP,2,F,3,22-May-14
1321160,Arabic,MHG Front Desk,EOP,2,F,3,1-Jun-14
1321160,Bio,MHG Front Desk,EOP,2,F,3,27-Oct-13
1321204,Chem,MHG Front Desk,EOP,2,M,1,4-Feb-14
1321204,Chem,MHG Front Desk,EOP,2,M,1,4-Mar-14
1321204,Chem,MHG Front Desk,EOP,2,M,1,19-Mar-14
1321219,Chem,HUB Commuter Commons,EOP,1,F,1,1-Oct-13
1321219,Commuter Commons,HUB Commuter Commons,EOP,1,F,1,11-Oct-13
1321219,Commuter Commons,HUB Commuter Commons,EOP,1,F,1,2-Dec-13
1321219,Commuter Commons,HUB Commuter Commons,EOP,1,F,1,28-Jan-14
1321219,Commuter Commons,HUB Commuter Commons,EOP,1,F,1,30-Jan-14
1321219,Commuter Commons,HUB Commuter Commons,EOP,1,F,1,31-Jan-14
1321219,Commuter Commons,HUB Commuter Commons,EOP,1,F,1,4-Feb-14
1321219,Commuter Commons,HUB Commuter Commons,EOP,1,F,1,20-Feb-14
1321219,Commuter Commons,HUB Commuter Commons,EOP,1,F,1,25-Feb-14
1321219,Commuter Commons,HUB Commuter Commons,EOP,1,F,1,27-Feb-14
1321219,Commuter Commons,HUB Commuter Commons,EOP,1,F,1,27-Feb-14
1321219,Commuter Commons,HUB Commuter Commons,EOP,1,F,1,4-Mar-14
1321219,Commuter Commons,HUB Commuter Commons,EOP,1,F,1,6-Mar-14
1321219,Commuter Commons,HUB Commuter Commons,EOP,1,F,1,13-Mar-14
1321219,Commuter Commons,HUB Commuter Commons,EOP,1,F,1,14-Mar-14
1321219,Commuter Commons,HUB Commuter Commons,EOP,1,F,1,18-Mar-14
1321228,Commuter Commons,HUB Commuter Commons,EOP,1,F,1,7-Oct-13
1321228,Commuter Commons,HUB Commuter Commons,EOP,1,F,1,10-Oct-13
1321228,Commuter Commons,HUB Commuter Commons,EOP,1,F,1,14-Oct-13
1321228,Commuter Commons,HUB Commuter Commons,EOP,1,F,1,15-Oct-13
1321228,Commuter Commons,HUB Commuter Commons,EOP,1,F,1,21-Oct-13
1321228,Commuter Commons,HUB Commuter Commons,EOP,1,F,1,28-Oct-13
1321228,Commuter Commons,HUB Commuter Commons,EOP,1,F,1,1-Nov-13
1321228,Commuter Commons,HUB Commuter Commons,EOP,1,F,1,5-Nov-13
1321228,Commuter Commons,HUB Commuter Commons,EOP,1,F,1,15-Nov-13
1321228,Commuter Commons,HUB Commuter Commons,EOP,1,F,1,7-Jan-14
